shipment_id,customer_id,customer_name,industry,origin_city,origin_region,destination_city,destination_region,transport_mode,carrier,commodity_type,weight_lbs,num_pallets,ship_date,delivery_date,transit_days,status,on_time_delivery,base_freight_cost,fuel_surcharge,accessorial_charges,total_freight_cost,cost_per_lb,damage_claim,damage_amount
SHP-000845,C007,TextileWorld Inc,Textiles,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Ocean,TransNational Freight,Machinery & Equipment,403185.0,431,2025-07-01,,,Cancelled,,9474.85,1111.23,167.53,10753.61,0.0267,False,0
SHP-000846,C007,TextileWorld Inc,Textiles,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Intermodal,TransNational Freight,Hazardous Materials,33598.1,25,2025-09-21,2025-10-02,11,Delivered,True,2576.97,358.24,0,2935.21,0.0874,False,0
SHP-000847,C001,Acme Manufacturing,Automotive,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Intermodal,PrimeMove Carriers,General Merchandise,58047.1,51,2024-01-25,2024-02-06,12,In Transit,,2472.81,281.27,0,2754.08,0.0474,False,0
SHP-000848,C007,TextileWorld Inc,Textiles,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Rail,SkyBridge Air Cargo,General Merchandise,40103.0,27,2024-06-28,2024-07-04,6,In Transit,,1977.08,263.2,0,2240.28,0.0559,False,0
SHP-000849,C003,FreshHarvest Foods,Food & Beverage,"Memphis, TN",US-South,"Detroit, MI",US-Midwest,Rail,PrimeMove Carriers,Raw Materials,131103.4,147,2025-08-05,2025-08-18,13,Delayed,,7446.67,1268.6,410.24,9125.51,0.0696,False,0
SHP-000850,C003,FreshHarvest Foods,Food & Beverage,"Columbus, OH",US-Midwest,"Vancouver, BC",Canada,Ocean,TransNational Freight,High-Value Goods,490330.6,252,2024-01-23,2024-02-17,25,In Transit,,6080.1,1050.3,211.26,7341.66,0.015,False,0
SHP-000851,C011,PackLogic Systems,Packaging,"Chicago, IL",US-Midwest,"Detroit, MI",US-Midwest,Truck (FTL),IronRail Transport,Machinery & Equipment,44796.7,30,2024-02-20,2024-02-23,3,Delivered,True,3995.87,535.11,347.13,4878.11,0.1089,False,0
SHP-000852,C015,ColdChain Express,Food & Beverage,"Dallas, TX",US-South,"Boston, MA",US-East,Ocean,BlueWave Shipping,Fragile Items,339005.4,412,2025-02-20,2025-03-19,27,In Transit,,9526.05,1628.71,136.34,11291.1,0.0333,False,0
SHP-000853,C003,FreshHarvest Foods,Food & Beverage,"Atlanta, GA",US-South,"Boston, MA",US-East,Intermodal,Apex Freight Solutions,Bulk Commodities,25492.7,16,2024-10-21,2024-11-01,11,Delivered,True,787.72,88.59,0,876.31,0.0344,False,0
SHP-000854,C006,PetroChem Industries,Chemicals,"Louisville, KY",US-East,"Detroit, MI",US-Midwest,Intermodal,Heartland Trucking,General Merchandise,33841.7,20,2024-08-03,2024-08-15,12,Delivered,True,1600.71,199.19,371.29,2171.19,0.0642,False,0
SHP-000855,C005,BuildRight Materials,Construction,"Dallas, TX",US-South,"New York, NY",US-East,Ocean,Apex Freight Solutions,Refrigerated Goods,248403.9,185,2024-11-07,2024-12-12,35,Delayed,,9811.95,866.49,264.8,10943.24,0.0441,False,0
SHP-000856,C003,FreshHarvest Foods,Food & Beverage,"Columbus, OH",US-Midwest,"Nashville, TN",US-South,Truck (LTL),Apex Freight Solutions,Bulk Commodities,4372.2,3,2025-05-17,2025-05-22,5,In Transit,,1089.99,89.75,278.22,1457.96,0.3335,False,0
SHP-000857,C007,TextileWorld Inc,Textiles,"Columbus, OH",US-Midwest,"Miami, FL",US-South,Truck (FTL),Continental Express,Oversized Load,44685.2,34,2025-02-14,2025-02-19,5,Delivered,True,3829.52,374.77,0,4204.29,0.0941,False,0
SHP-000858,C007,TextileWorld Inc,Textiles,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Rail,PrimeMove Carriers,Refrigerated Goods,179256.4,167,2025-07-02,2025-07-19,17,Delayed,,10468.57,1634.93,0,12103.5,0.0675,False,0
SHP-000859,C013,PharmaDist Inc,Pharmaceuticals,"Memphis, TN",US-South,"Boston, MA",US-East,Intermodal,BlueWave Shipping,Hazardous Materials,30188.5,20,2024-04-10,2024-04-20,10,Delivered,True,1708.67,193.77,86.14,1988.58,0.0659,False,0
SHP-000860,C007,TextileWorld Inc,Textiles,"Dallas, TX",US-South,"Denver, CO",US-West,Ocean,SwiftHaul Logistics,Machinery & Equipment,77900.3,50,2024-01-24,2024-02-27,34,Delivered,True,2227.95,400.79,366.07,2994.81,0.0384,False,0
SHP-000861,C011,PackLogic Systems,Packaging,"Memphis, TN",US-South,"Toronto, ON",Canada,Truck (FTL),PrimeMove Carriers,General Merchandise,29053.7,17,2024-06-14,2024-06-21,7,Delayed,,2998.34,356.6,96.52,3451.46,0.1188,False,0
SHP-000862,C008,SteelForge Ltd,Metals,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Truck (LTL),SkyBridge Air Cargo,Refrigerated Goods,2149.4,1,2024-06-30,2024-07-09,9,Delivered,True,340.46,35.58,494.86,870.9,0.4052,False,0
SHP-000863,C010,QuickRetail Group,Retail,"Seattle, WA",US-West,"San Francisco, CA",US-West,Truck (LTL),Pacific Route Lines,Refrigerated Goods,7511.2,4,2025-01-29,2025-02-01,3,Delivered,True,1471.44,177.51,235.1,1884.05,0.2508,False,0
SHP-000864,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Miami, FL",US-South,Ocean,Apex Freight Solutions,Finished Products,21622.9,16,2025-02-11,2025-03-02,19,Delayed,,527.6,80.51,0,608.11,0.0281,False,0
SHP-000865,C011,PackLogic Systems,Packaging,"Memphis, TN",US-South,"Detroit, MI",US-Midwest,Truck (FTL),TransNational Freight,Hazardous Materials,15500.0,11,2024-06-22,,,Cancelled,,1643.0,255.25,0,1898.25,0.1225,False,0
SHP-000866,C015,ColdChain Express,Food & Beverage,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Intermodal,IronRail Transport,Fragile Items,33101.8,28,2024-09-23,2024-10-02,9,Delivered,True,2141.69,269.48,376.25,2787.42,0.0842,False,0
SHP-000867,C013,PharmaDist Inc,Pharmaceuticals,"Memphis, TN",US-South,"Vancouver, BC",Canada,Rail,Apex Freight Solutions,Fragile Items,26434.0,21,2025-01-14,2025-01-28,14,In Transit,,676.71,89.45,0,766.16,0.029,False,0
SHP-000868,C012,EnergyFlow Corp,Energy,"Houston, TX",US-South,"Nashville, TN",US-South,Ocean,SkyBridge Air Cargo,Raw Materials,225532.6,144,2024-10-26,2024-12-06,41,Delayed,,4240.01,654.54,73.26,4967.81,0.022,True,1215.98
SHP-000869,C005,BuildRight Materials,Construction,"Houston, TX",US-South,"Nashville, TN",US-South,Truck (FTL),SkyBridge Air Cargo,Bulk Commodities,25343.7,16,2024-12-18,2024-12-26,8,Delayed,,2777.67,365.77,450.0,3593.44,0.1418,False,0
SHP-000870,C009,AgroFarm Supplies,Agriculture,"Seattle, WA",US-West,"Detroit, MI",US-Midwest,Intermodal,BlueWave Shipping,Finished Products,22277.1,20,2024-11-12,2024-11-19,7,Delivered,True,1668.55,135.86,171.18,1975.59,0.0887,False,0
SHP-000871,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Truck (LTL),PrimeMove Carriers,Raw Materials,5737.1,3,2025-06-20,2025-06-25,5,Delivered,True,1082.02,87.88,409.45,1579.35,0.2753,False,0
SHP-000872,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Toronto, ON",Canada,Truck (FTL),PrimeMove Carriers,Finished Products,15858.9,10,2024-02-27,2024-03-02,4,Delivered,True,1853.91,305.27,39.72,2198.9,0.1387,False,0
SHP-000873,C005,BuildRight Materials,Construction,"Houston, TX",US-South,"Vancouver, BC",Canada,Ocean,IronRail Transport,Oversized Load,361516.4,215,2024-10-11,2024-11-01,21,Delayed,,5531.2,984.21,0,6515.41,0.018,False,0
SHP-000874,C015,ColdChain Express,Food & Beverage,"Houston, TX",US-South,"Portland, OR",US-West,Rail,SwiftHaul Logistics,Oversized Load,63909.3,36,2024-02-22,2024-03-03,10,Delivered,True,3227.42,412.23,0,3639.65,0.057,False,0
SHP-000875,C008,SteelForge Ltd,Metals,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (FTL),Pacific Route Lines,Oversized Load,26694.8,14,2024-04-24,2024-04-30,6,Delivered,True,1526.94,196.55,290.86,2014.35,0.0755,False,0
SHP-000876,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Monterrey, MX",Mexico,Ocean,Apex Freight Solutions,Raw Materials,133356.4,68,2025-05-09,2025-06-10,32,Delivered,True,2960.51,316.99,164.32,3441.82,0.0258,False,0
SHP-000877,C014,AutoParts Direct,Automotive,"Louisville, KY",US-East,"Denver, CO",US-West,Rail,SkyBridge Air Cargo,Finished Products,75584.7,55,2024-11-22,2024-12-05,13,In Transit,,2841.98,505.09,243.79,3590.86,0.0475,False,0
SHP-000878,C002,GlobalTech Solutions,Electronics,"Dallas, TX",US-South,"Toronto, ON",Canada,Rail,TransNational Freight,Raw Materials,134818.9,96,2024-08-06,2024-08-15,9,Delivered,True,5594.98,549.79,381.43,6526.2,0.0484,False,0
SHP-000879,C009,AgroFarm Supplies,Agriculture,"Memphis, TN",US-South,"Miami, FL",US-South,Ocean,SkyBridge Air Cargo,Machinery & Equipment,289794.1,243,2024-06-10,2024-07-04,24,Delivered,True,4230.99,404.65,392.91,5028.55,0.0174,False,0
SHP-000880,C008,SteelForge Ltd,Metals,"Columbus, OH",US-Midwest,"Monterrey, MX",Mexico,Intermodal,SkyBridge Air Cargo,Oversized Load,43038.7,23,2024-12-07,2024-12-16,9,Delivered,True,3133.22,345.79,0,3479.01,0.0808,False,0
SHP-000881,C005,BuildRight Materials,Construction,"Dallas, TX",US-South,"Nashville, TN",US-South,Intermodal,Continental Express,General Merchandise,75799.1,92,2025-04-12,,,Cancelled,,2486.21,300.53,69.97,2856.71,0.0377,False,0
SHP-000882,C004,MedSupply Corp,Healthcare,"Atlanta, GA",US-South,"Boston, MA",US-East,Rail,SwiftHaul Logistics,Bulk Commodities,162365.6,115,2024-08-08,2024-08-22,14,Delivered,True,5358.06,728.68,0,6086.74,0.0375,False,0
SHP-000883,C002,GlobalTech Solutions,Electronics,"Chicago, IL",US-Midwest,"Denver, CO",US-West,Truck (LTL),PrimeMove Carriers,Raw Materials,5970.1,5,2025-12-24,2026-01-04,11,Delayed,,1443.57,252.15,195.03,1890.75,0.3167,False,0
SHP-000884,C007,TextileWorld Inc,Textiles,"Los Angeles, CA",US-West,"Miami, FL",US-South,Truck (FTL),PrimeMove Carriers,Fragile Items,19778.0,10,2024-03-16,2024-03-19,3,In Transit,,2252.71,205.23,0,2457.94,0.1243,False,0
SHP-000885,C014,AutoParts Direct,Automotive,"Houston, TX",US-South,"San Francisco, CA",US-West,Air Freight,SkyBridge Air Cargo,Machinery & Equipment,2831.1,1,2025-07-24,2025-07-27,3,Delivered,True,3897.01,439.52,330.35,4666.88,1.6484,False,0
SHP-000886,C003,FreshHarvest Foods,Food & Beverage,"Chicago, IL",US-Midwest,"Monterrey, MX",Mexico,Ocean,PrimeMove Carriers,Bulk Commodities,228461.8,141,2024-12-07,,,Cancelled,,8338.86,820.66,230.4,9389.92,0.0411,False,0
SHP-000887,C005,BuildRight Materials,Construction,"Columbus, OH",US-Midwest,"Vancouver, BC",Canada,Truck (FTL),BlueWave Shipping,Refrigerated Goods,21431.2,17,2025-06-25,2025-07-01,6,Delayed,,1536.62,197.66,0,1734.28,0.0809,False,0
SHP-000888,C001,Acme Manufacturing,Automotive,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Rail,Heartland Trucking,Raw Materials,123466.8,124,2024-04-25,2024-05-08,13,Delivered,True,5605.39,860.11,487.11,6952.61,0.0563,False,0
SHP-000889,C014,AutoParts Direct,Automotive,"Chicago, IL",US-Midwest,"Nashville, TN",US-South,Intermodal,Apex Freight Solutions,Oversized Load,15115.8,17,2024-06-04,,,Cancelled,,970.43,156.99,444.68,1572.1,0.104,False,0
SHP-000890,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Portland, OR",US-West,Ocean,Continental Express,General Merchandise,291621.5,222,2024-08-18,2024-09-21,34,Delivered,True,2974.54,484.32,0,3458.86,0.0119,False,0
SHP-000891,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Rail,Heartland Trucking,Raw Materials,139772.3,80,2025-08-13,2025-08-22,9,Delayed,,7100.43,975.91,0,8076.34,0.0578,False,0
SHP-000892,C003,FreshHarvest Foods,Food & Beverage,"Chicago, IL",US-Midwest,"New York, NY",US-East,Air Freight,Apex Freight Solutions,General Merchandise,680.3,1,2025-11-04,,,Cancelled,,814.32,70.79,464.23,1349.34,1.9834,False,0
SHP-000893,C005,BuildRight Materials,Construction,"Newark, NJ",US-East,"Denver, CO",US-West,Rail,SwiftHaul Logistics,Hazardous Materials,42159.8,49,2024-08-01,2024-08-12,11,Delivered,True,2441.05,201.49,427.09,3069.63,0.0728,False,0
SHP-000894,C004,MedSupply Corp,Healthcare,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Intermodal,Apex Freight Solutions,Refrigerated Goods,77847.1,40,2024-08-02,2024-08-07,5,Delivered,True,4304.94,593.35,81.44,4979.73,0.064,False,0
SHP-000895,C006,PetroChem Industries,Chemicals,"Seattle, WA",US-West,"Detroit, MI",US-Midwest,Truck (LTL),IronRail Transport,Refrigerated Goods,5118.4,3,2025-01-24,,,Cancelled,,825.6,108.05,8.07,941.72,0.184,False,0
SHP-000896,C006,PetroChem Industries,Chemicals,"Seattle, WA",US-West,"Boston, MA",US-East,Truck (FTL),Continental Express,Fragile Items,44988.3,23,2025-04-27,2025-04-28,1,Delivered,True,2105.45,303.94,0,2409.39,0.0536,False,0
SHP-000897,C011,PackLogic Systems,Packaging,"Seattle, WA",US-West,"New York, NY",US-East,Truck (LTL),IronRail Transport,Hazardous Materials,191.8,1,2025-09-02,2025-09-07,5,In Transit,,32.26,3.03,19.5,54.79,0.2857,False,0
SHP-000898,C006,PetroChem Industries,Chemicals,"Columbus, OH",US-Midwest,"Detroit, MI",US-Midwest,Truck (LTL),Continental Express,Hazardous Materials,9369.3,11,2024-04-22,2024-04-26,4,Delivered,True,2287.05,352.65,90.81,2730.51,0.2914,False,0
SHP-000899,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"Boston, MA",US-East,Air Freight,PrimeMove Carriers,General Merchandise,177.9,1,2025-02-21,,,Cancelled,,99.09,12.59,72.17,183.85,1.0334,False,0
SHP-000900,C012,EnergyFlow Corp,Energy,"Louisville, KY",US-East,"San Francisco, CA",US-West,Truck (LTL),TransNational Freight,General Merchandise,8982.2,4,2025-05-02,2025-05-11,9,Delivered,True,859.6,153.71,0,1013.31,0.1128,False,0
SHP-000901,C009,AgroFarm Supplies,Agriculture,"Memphis, TN",US-South,"San Francisco, CA",US-West,Air Freight,SwiftHaul Logistics,Fragile Items,2374.0,1,2025-09-20,2025-09-23,3,Delivered,True,5473.97,508.09,182.79,6164.85,2.5968,False,0
SHP-000902,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Truck (LTL),IronRail Transport,Finished Products,8073.9,7,2024-10-16,2024-10-19,3,Delivered,True,841.3,122.76,358.63,1322.69,0.1638,False,0
SHP-000903,C012,EnergyFlow Corp,Energy,"Atlanta, GA",US-South,"Phoenix, AZ",US-West,Ocean,Pacific Route Lines,Machinery & Equipment,263283.1,176,2025-01-18,2025-02-10,23,In Transit,,10426.01,1112.17,163.97,11702.15,0.0444,False,0
SHP-000904,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Toronto, ON",Canada,Truck (FTL),IronRail Transport,Hazardous Materials,10718.2,7,2024-11-26,2024-11-27,1,Delivered,True,457.67,72.99,0,530.66,0.0495,False,0
SHP-000905,C006,PetroChem Industries,Chemicals,"Newark, NJ",US-East,"Toronto, ON",Canada,Air Freight,Continental Express,Raw Materials,2293.3,1,2025-06-10,2025-06-12,2,Delivered,True,2352.01,291.62,327.73,2971.36,1.2957,False,0
SHP-000906,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"Monterrey, MX",Mexico,Intermodal,Heartland Trucking,Raw Materials,16755.2,8,2025-01-09,2025-01-20,11,Delayed,,1219.78,190.68,0,1410.46,0.0842,False,0
SHP-000907,C004,MedSupply Corp,Healthcare,"Memphis, TN",US-South,"Miami, FL",US-South,Truck (FTL),Heartland Trucking,Fragile Items,39932.3,31,2025-05-31,2025-06-02,2,Delivered,True,2579.63,318.88,41.48,2939.99,0.0736,False,0
SHP-000908,C009,AgroFarm Supplies,Agriculture,"Newark, NJ",US-East,"San Francisco, CA",US-West,Ocean,IronRail Transport,General Merchandise,369372.0,209,2025-06-27,2025-07-14,17,Delivered,True,7609.06,1065.98,0,8675.04,0.0235,False,0
SHP-000909,C004,MedSupply Corp,Healthcare,"Louisville, KY",US-East,"San Francisco, CA",US-West,Rail,BlueWave Shipping,Refrigerated Goods,49814.4,38,2024-06-04,2024-06-22,18,Delayed,,2261.57,320.73,375.55,2957.85,0.0594,False,0
SHP-000910,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Boston, MA",US-East,Intermodal,Heartland Trucking,High-Value Goods,42760.3,26,2024-09-14,2024-09-26,12,Delivered,True,1573.58,273.51,0,1847.09,0.0432,False,0
SHP-000911,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Nashville, TN",US-South,Truck (FTL),SwiftHaul Logistics,High-Value Goods,10751.7,6,2024-09-05,2024-09-09,4,Delivered,True,1137.53,177.98,475.46,1790.97,0.1666,False,0
SHP-000912,C007,TextileWorld Inc,Textiles,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Truck (LTL),PrimeMove Carriers,Refrigerated Goods,9637.2,9,2025-08-22,2025-08-26,4,Delivered,True,1223.92,207.17,0,1431.09,0.1485,False,0
SHP-000913,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"New York, NY",US-East,Ocean,TransNational Freight,Finished Products,266878.1,149,2025-03-24,2025-04-26,33,Delivered,True,8833.67,1235.34,0,10069.01,0.0377,False,0
SHP-000914,C010,QuickRetail Group,Retail,"Memphis, TN",US-South,"San Francisco, CA",US-West,Truck (FTL),PrimeMove Carriers,Fragile Items,20260.1,11,2025-12-27,2026-01-02,6,Delivered,True,2254.95,205.84,292.49,2753.28,0.1359,False,0
SHP-000915,C005,BuildRight Materials,Construction,"Newark, NJ",US-East,"Portland, OR",US-West,Truck (FTL),TransNational Freight,Machinery & Equipment,39603.4,45,2025-03-18,2025-03-22,4,In Transit,,2348.48,387.49,350.8,3086.77,0.0779,False,0
SHP-000916,C013,PharmaDist Inc,Pharmaceuticals,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Ocean,SkyBridge Air Cargo,Fragile Items,258833.5,172,2024-04-13,2024-05-30,47,Delayed,,5849.64,957.17,41.55,6848.36,0.0265,False,0
SHP-000917,C007,TextileWorld Inc,Textiles,"Atlanta, GA",US-South,"Miami, FL",US-South,Ocean,Pacific Route Lines,Finished Products,420331.9,278,2025-09-08,2025-09-28,20,In Transit,,8953.07,1180.88,191.29,10325.24,0.0246,False,0
SHP-000918,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"Miami, FL",US-South,Truck (FTL),IronRail Transport,Bulk Commodities,31904.4,20,2024-02-10,2024-02-13,3,In Transit,,3582.86,437.76,0,4020.62,0.126,False,0
SHP-000919,C008,SteelForge Ltd,Metals,"Columbus, OH",US-Midwest,"Portland, OR",US-West,Truck (FTL),Continental Express,High-Value Goods,41323.3,24,2024-10-26,2024-10-31,5,Delayed,,2367.83,232.22,164.48,2764.53,0.0669,False,0
SHP-000920,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"Toronto, ON",Canada,Rail,PrimeMove Carriers,Oversized Load,100281.3,68,2024-06-13,2024-06-21,8,Delivered,True,2196.16,276.32,131.59,2604.07,0.026,False,0
SHP-000921,C011,PackLogic Systems,Packaging,"Seattle, WA",US-West,"Vancouver, BC",Canada,Intermodal,PrimeMove Carriers,Hazardous Materials,44988.5,25,2024-08-21,,,Cancelled,,1547.6,178.25,402.58,2128.43,0.0473,False,0
SHP-000922,C012,EnergyFlow Corp,Energy,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Intermodal,PrimeMove Carriers,Machinery & Equipment,54763.3,29,2024-12-11,2024-12-22,11,Delivered,True,3712.95,372.09,242.72,4327.76,0.079,False,0
SHP-000923,C003,FreshHarvest Foods,Food & Beverage,"Seattle, WA",US-West,"New York, NY",US-East,Truck (FTL),IronRail Transport,Machinery & Equipment,41353.2,25,2025-02-11,2025-02-16,5,Delivered,True,3969.91,540.1,269.13,4779.14,0.1156,False,0
SHP-000924,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Intermodal,SkyBridge Air Cargo,Hazardous Materials,33811.5,16,2024-10-27,2024-11-04,8,Delayed,,1612.81,150.48,0,1763.29,0.0522,False,0
SHP-000925,C001,Acme Manufacturing,Automotive,"Newark, NJ",US-East,"Portland, OR",US-West,Truck (LTL),SkyBridge Air Cargo,General Merchandise,2322.2,2,2024-08-09,2024-08-13,4,Delivered,True,460.26,46.9,220.18,727.34,0.3132,False,0
SHP-000926,C001,Acme Manufacturing,Automotive,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Intermodal,Continental Express,Finished Products,79886.1,47,2025-08-12,2025-08-22,10,In Transit,,3163.49,311.94,199.81,3675.24,0.046,False,0
SHP-000927,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Rail,PrimeMove Carriers,Oversized Load,117266.4,66,2025-12-20,2025-12-28,8,Delivered,True,2708.85,404.49,0,3113.34,0.0265,False,0
SHP-000928,C002,GlobalTech Solutions,Electronics,"Louisville, KY",US-East,"Vancouver, BC",Canada,Intermodal,Heartland Trucking,Bulk Commodities,66507.7,48,2025-07-21,2025-07-28,7,Delivered,True,4003.76,608.61,322.48,4934.85,0.0742,False,0
SHP-000929,C001,Acme Manufacturing,Automotive,"Memphis, TN",US-South,"Nashville, TN",US-South,Intermodal,Pacific Route Lines,Machinery & Equipment,14526.0,7,2024-12-21,2025-01-01,11,Delivered,True,1159.17,95.3,325.14,1579.61,0.1087,False,0
SHP-000930,C011,PackLogic Systems,Packaging,"Seattle, WA",US-West,"Miami, FL",US-South,Ocean,SkyBridge Air Cargo,Machinery & Equipment,474202.1,448,2024-05-16,2024-06-24,39,Delivered,True,15079.63,2282.47,352.11,17714.21,0.0374,False,0
SHP-000931,C009,AgroFarm Supplies,Agriculture,"Atlanta, GA",US-South,"Phoenix, AZ",US-West,Truck (LTL),Apex Freight Solutions,Finished Products,1527.9,1,2024-01-07,2024-01-09,2,Delivered,True,262.34,38.86,0,301.2,0.1971,False,0
SHP-000932,C002,GlobalTech Solutions,Electronics,"Chicago, IL",US-Midwest,"Nashville, TN",US-South,Truck (FTL),Heartland Trucking,High-Value Goods,11448.3,6,2024-07-04,2024-07-09,5,Delayed,,636.53,113.29,494.8,1244.62,0.1087,False,0
SHP-000933,C002,GlobalTech Solutions,Electronics,"Dallas, TX",US-South,"Nashville, TN",US-South,Ocean,Continental Express,High-Value Goods,351243.4,213,2024-12-29,2025-01-23,25,Delivered,True,4987.66,570.24,0,5557.9,0.0158,False,0
SHP-000934,C008,SteelForge Ltd,Metals,"Chicago, IL",US-Midwest,"San Francisco, CA",US-West,Rail,Continental Express,Oversized Load,83216.1,44,2024-09-20,2024-09-25,5,Delivered,True,3819.62,336.73,47.01,4203.36,0.0505,False,0
SHP-000935,C009,AgroFarm Supplies,Agriculture,"Los Angeles, CA",US-West,"Toronto, ON",Canada,Rail,TransNational Freight,Hazardous Materials,193448.0,131,2024-01-29,2024-02-12,14,Delivered,True,7970.06,641.32,0,8611.38,0.0445,False,0
SHP-000936,C003,FreshHarvest Foods,Food & Beverage,"Newark, NJ",US-East,"Toronto, ON",Canada,Air Freight,Pacific Route Lines,Hazardous Materials,1131.0,1,2025-08-10,2025-08-11,1,In Transit,,1346.46,225.14,299.86,1871.46,1.6547,False,0
SHP-000937,C015,ColdChain Express,Food & Beverage,"Houston, TX",US-South,"Portland, OR",US-West,Truck (LTL),Pacific Route Lines,General Merchandise,483.9,1,2024-11-15,2024-11-21,6,In Transit,,82.94,14.58,403.6,501.12,1.0356,False,0
SHP-000938,C010,QuickRetail Group,Retail,"Louisville, KY",US-East,"San Francisco, CA",US-West,Truck (FTL),Pacific Route Lines,Oversized Load,11210.1,8,2025-02-02,2025-02-09,7,In Transit,,998.82,113.61,329.24,1441.67,0.1286,False,0
SHP-000939,C009,AgroFarm Supplies,Agriculture,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Truck (LTL),PrimeMove Carriers,Hazardous Materials,9607.8,5,2024-03-01,2024-03-10,9,Delivered,True,1569.91,250.25,0,1820.16,0.1894,False,0
SHP-000940,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Miami, FL",US-South,Air Freight,TransNational Freight,Bulk Commodities,2836.8,2,2024-10-16,2024-10-18,2,In Transit,,5402.4,714.02,321.6,6438.02,2.2695,False,0
SHP-000941,C005,BuildRight Materials,Construction,"Dallas, TX",US-South,"Detroit, MI",US-Midwest,Intermodal,Continental Express,Refrigerated Goods,11668.4,8,2024-10-21,2024-10-25,4,Delivered,True,410.73,55.91,152.95,619.59,0.0531,False,0
SHP-000942,C002,GlobalTech Solutions,Electronics,"Atlanta, GA",US-South,"Nashville, TN",US-South,Ocean,Apex Freight Solutions,Finished Products,324056.9,315,2024-11-06,2024-12-14,38,Delivered,True,10434.63,1392.28,0,11826.91,0.0365,False,0
SHP-000943,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Vancouver, BC",Canada,Air Freight,Heartland Trucking,Hazardous Materials,1885.6,1,2024-07-09,2024-07-10,1,In Transit,,3579.62,612.35,0,4191.97,2.2231,False,0
SHP-000944,C004,MedSupply Corp,Healthcare,"Memphis, TN",US-South,"Denver, CO",US-West,Air Freight,Apex Freight Solutions,General Merchandise,4614.3,2,2024-09-03,2024-09-06,3,Delivered,True,4208.7,626.84,2.37,4837.91,1.0485,False,0
SHP-000945,C003,FreshHarvest Foods,Food & Beverage,"Dallas, TX",US-South,"Denver, CO",US-West,Rail,Continental Express,General Merchandise,45500.5,43,2025-08-07,2025-08-16,9,Delivered,True,1355.91,199.12,211.42,1766.45,0.0388,False,0
SHP-000946,C012,EnergyFlow Corp,Energy,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Ocean,SwiftHaul Logistics,High-Value Goods,212683.5,137,2025-09-06,,,Cancelled,,3892.11,662.08,244.11,4798.3,0.0226,False,0
SHP-000947,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"San Francisco, CA",US-West,Ocean,IronRail Transport,Refrigerated Goods,66046.4,34,2025-07-03,2025-08-08,36,Delayed,,977.49,155.54,0,1133.03,0.0172,False,0
SHP-000948,C011,PackLogic Systems,Packaging,"Dallas, TX",US-South,"Boston, MA",US-East,Air Freight,SkyBridge Air Cargo,Fragile Items,2872.0,1,2024-03-29,,,Cancelled,,2059.22,189.33,442.01,2690.56,0.9368,False,0
SHP-000949,C009,AgroFarm Supplies,Agriculture,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Intermodal,TransNational Freight,Refrigerated Goods,12662.2,9,2025-03-22,2025-03-31,9,Delivered,True,625.51,55.27,33.7,714.48,0.0564,False,0
